episode,reward,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed
25,3.310484365589137,1.560000000000001,-0.48899959358349526,-0.0004469934684233842,0.0,0.21386715111628885,0.9307063112664231,0.0,0.15834687447180276,0.007718069795604698,-14.07590538315033,-1.3689236955599402,25.48303417122026,0.0,49.911192416686454
26,3.355275155357432,1.560000000000001,-0.6874015507193698,-0.007213109504396539,0.0,6.231377296711887,3.178233566684579,0.0,-1.0165059882748209,-0.019402268690889464,-14.397175413603373,-1.1846308524005655,28.431102956714202,0.0,34.22196793001235
27,3.345928321836224,1.560000000000001,-0.6097021821740808,-2.8636650599740654e-08,0.0,0.0004983066543644554,3.8194101369836755,0.0,-0.676052460055274,-1.4739764315565112e-05,-14.529160332378558,0.01947008987146894,28.454054914471136,0.0,87.39695461078558
28,3.3488579226557214,1.560000000000001,-0.6252346922341994,3.4407758758017544e-06,0.0,0.00035439468084774717,3.7862498679834573,0.0,-0.6930710652649332,-2.1906049972904392e-05,-14.547083906009782,0.005633839553279768,28.73366683164031,0.0,58.2802540180145
29,3.3432447092435424,1.560000000000001,-0.6049730891736077,-4.096881685765726e-07,0.0,6.283118208116663,3.747114392402878,0.0,-0.68038145349198,6.207793846809947e-06,-14.532557059761157,-0.00011672486626872539,28.795443184206665,0.0,-0.07662296350700254
30,3.3342776331973165,1.560000000000001,-0.5868413900407579,3.61820300178549e-07,0.0,3.103897261880206e-05,3.756594565807701,0.0,-0.6687624542715253,-2.6810462267799996e-06,-14.528577070615945,2.1754087255315758e-05,28.838839249858427,0.0,0.7192653694003625
31,3.292698934595771,1.560000000000001,-0.43856144723401874,-1.0705912355338536e-05,0.0,6.283022230977831,4.206464829465325,0.0,-0.37762298431465746,9.534188478224546e-06,-14.389810202418664,-0.00015013012741836826,28.846099340317984,0.0,0.2120782072494205
32,4.306799482049069,1.680000000000001,-0.23441816809583613,6.621817360875103,0.0,4.405163050118441,1.8542607637775834,0.0,-0.41144655733674246,8.14309402976224,-15.052187536419503,17.223818045336635,15.208860356863253,0.0,5.966143126296764
33,13.405697881771049,2.940000000000002,0.5515878997456114,1.7638468759354773,0.0,3.539289883880887,1.4294520997072038,0.0,0.11612643103633899,0.5525397245415979,-15.95265576956919,2.4311463997202463,25.998828538021037,0.0,-0.7184003652625625
34,3.2986344607824263,1.560000000000001,-0.49234308011486394,-0.006834840828937478,0.0,0.20056985918587866,3.613415035061836,0.0,-0.6155581961676592,-0.060258313688260824,-14.46582850400804,0.14703087771231316,28.642830050626515,0.0,57.28861692422759
35,3.3633242748240515,1.560000000000001,-0.5606427747707582,-0.09873552342347178,0.0,0.7117178447893888,3.6544157260798347,0.0,-0.7088865604197697,-0.5020559529551617,-14.128144438124446,0.42925584481482326,28.448477218448204,0.0,33.23521725943642
36,3.3626852249773322,1.4400000000000008,-0.24171839671197023,0.9102486434149267,0.0,6.079887200649647,6.093940822649863,0.0,0.14773872937294147,0.37496382672681544,-14.483924738271732,1.8106010253483595,28.848644653731135,0.0,-0.5640043746740859
37,4.994104995592377,1.8600000000000012,-2.9382398239205596,1.1933285185102411,0.0,0.4311614925763152,6.028727712177378,0.0,-1.884025433167395,1.368284448400133,-14.087117682000173,4.285158986024477,28.830801837430457,0.0,-0.7047365222946429
38,3.9873114132513936,1.560000000000001,-1.4189799668796836,-0.19875034568865604,0.0,3.259209513876348,2.199116001489667,0.0,-1.5386211671563512,-0.19558270255480067,-14.086238282949804,4.951905342002948,28.840677453067173,0.0,1.1531780402738332
39,3.687110214113838,1.560000000000001,-1.0443001212208054,-0.855165165175726,0.0,4.93513083662433,3.449134271344372,0.0,-1.1893882184775872,-0.8707361850676199,-14.493375683951633,6.14995589943505,28.809451376595185,0.0,3.476119398823971
40,6.081307937059824,1.9200000000000013,-3.729694429019486,0.5159798276645292,0.0,3.371615894007956,3.129737931667801,0.0,-2.7590074516640937,1.4439450421021818,-13.66929347566321,4.412563410581385,27.326109106837098,0.0,1.080704903645232
41,8.577332170998554,2.1000000000000014,-2.9454937335522993,6.294907635329498,0.0,0.666076266156785,3.5022295085145743,0.0,0.04264112075601146,1.670308057891891,-15.527493071574614,-24.986816953486787,-4.030090011295634,0.0,-0.09750821095070233
42,11.29452327687231,2.4600000000000017,35.38600293738767,11.065613445761809,0.0,0.9132747046770531,0.6237184267686793,0.0,23.854484831064187,4.782885747030477,-14.78776950651013,7.853096184896486,27.79415979010883,0.0,10.09149404692403
43,4.20133088398838,1.560000000000001,-14.76988686539794,3.656909645442742,0.0,0.6916369383337235,4.607580371522051,0.0,-13.083152995271918,2.344536666112637,-13.424973887084628,-28.229351562381904,24.540133705286397,0.0,0.9522512830181022
44,5.023771545943848,1.620000000000001,-7.264260016429024,-0.6979554579246382,0.0,5.817671860181031,4.858569341347589,0.0,-5.608923869642727,-0.9975293179328846,-14.092117322967772,-4.182196126956368,28.80232774225162,0.0,0.8346440975435263
45,6.758859905772396,1.8600000000000012,-7.672309600295241,-4.307095336824104,0.0,4.071978726171128,4.696620299447801,0.0,-5.4577785039235645,-4.002320513751611,-17.090917655478485,-27.974398634507978,-7.3649796754847525,0.0,-0.32752144338501116
46,5.73117211309919,1.5000000000000009,4.180307588912896,-0.4217315340037057,0.0,3.6935666669993488,0.8291525613386428,0.0,-2.0940412665325248,-0.49037551745367985,-19.145096980211015,-5.340224130083419,-1.7803378035760011,0.0,24.666384431542163
47,14.690485161877156,4.379999999999995,-28.35438478576523,-3.317667819267005,0.0,3.158734042530517,3.930686191392061,0.0,-19.103284685352754,-3.746674978291753,-20.458686164273733,-28.63871348265537,-2.9725065568378777,0.0,0.11188154147093043
48,4.977967866201573,1.3800000000000008,2.979017469680246,-0.27851451097843133,0.0,3.410134437873097,0.5980855238412097,0.0,-2.0481998736781497,-0.3445421005797384,-20.006456782368694,-6.378007616659332,-3.3873353419798335,0.0,118.55730231154945
49,7.552470604753601,1.740000000000001,5.851432276769129,-0.5961093944400807,0.0,0.9837514524291571,3.0998703096711484,0.0,-0.4775930678524447,-1.1751349391153125,-21.575163254058307,6.8267372762257175,-18.041160403852928,0.0,856.7836736980763
50,9.767147260377937,2.880000000000002,-4.861097455309446,7.306470701748685,0.0,4.138122297523182,1.8070042725546358,0.0,-6.455824770802087,9.37433177914173,-13.19805263309783,-2.4754515255000222,-4.362913606064435,0.0,0.9347257835782311
51,6.667249345073573,1.9200000000000013,-3.312032381233982,2.9160624241103297,0.0,3.9870564016478127,2.3411086547196582,0.0,-2.0573695197256496,2.217479122647407,-14.709565433903112,-8.557667052312434,28.792747887413032,0.0,-0.00921930648313532
52,4.912447303451682,1.680000000000001,-1.6241227915334453,-2.4392527865314735,0.0,5.9850818567741335,4.6207531205104,0.0,-1.363746533754153,-2.1906049965367065,-15.383720500471112,3.5659952686786496,28.798581860504765,0.0,0.7211944573489922
53,8.847301195700286,2.2800000000000016,10.595157231888683,-0.6484457005968556,0.0,0.3686545951979774,1.8536604587459475,0.0,7.5305582342202335,-1.8565319376760778,-14.918293514130928,13.22967011845069,21.559262842925413,0.0,59.387454945866374
54,4.449682467393162,1.560000000000001,1.1447800720736916,1.4350551576541288,0.0,1.342071445051701,2.8546488412557736,0.0,1.4909858844552772,2.230470942058191,-15.546031670222215,-20.685712502063378,28.675018213782682,0.0,1.8863690415052545
55,6.1442784219746205,5.0399999999999805,-0.012808317747979883,30.702544123974594,75.65020509169881,1.406061431319947,0.0003836722869268172,0.0,-0.0069570408696961,19.75483909403656,6.427781983467738,0.21014945847536196,0.00012198686394345067,0.0,-0.19089963687436934
56,4.562831266620871,1.560000000000001,-2.934504588773625,-0.6417971228260508,0.0,1.365726828672793,1.1863662413025011,0.0,-1.5984525398428389,-1.5908643671249336,-14.236625136743122,-20.97033174651909,27.630657401866973,0.0,-0.4193769192950971
57,4.010996519394046,1.560000000000001,-0.23673522456038196,0.2684936235461109,0.0,0.5558945546511067,1.8094104685403476,0.0,-3.029355057537778,-0.035873420168183706,-14.86576280914623,8.176303181841108,-0.7665329674271102,0.0,862.7542322161017
58,14.3095512646256,3.2400000000000024,-13.369576513029152,-10.367322184098432,0.0,2.7601585766573535,2.158132635187151,0.0,-1.5795431249218417,-7.56543166375043,-24.713182633901003,-1.65599837766685,-3.9207902893133726,0.0,900.0183016145818
59,5.489029546859128,1.5000000000000009,-9.615144640016553,4.61361591975265,0.0,0.011039459234979176,3.646525618666578,0.0,-3.5507811866310615,4.231029174092651,-17.65298611936001,-21.186376308380417,-4.53661585066464,0.0,899.4055543399376
60,3.4179744553186224,1.2600000000000007,-9.381577920582616,4.058920867881905,0.0,1.305923450340293,4.9756290740101825,0.0,-11.975900798441119,4.220464437856125,-15.688311955768427,-28.858648836347292,25.239362097664188,0.0,74.71243061948053
61,3.5389746257951114,1.5000000000000009,-7.860124615124445,1.080874656377185,0.0,4.831092537388219,5.325195952852889,0.0,-8.808497030471115,1.3963573491288586,-14.66663167983449,-28.825081618844166,28.35989819564776,0.0,5.732540990558471
62,10.59021869433292,2.4600000000000017,4.809819972801163,-2.437890326275926,0.0,2.9738464422255984,1.8299486518442443,0.0,3.1251082482071193,-1.6321099830083428,-15.403431900992151,-10.400541553896428,-25.000397746437493,0.0,815.0789657217482
63,4.136644952424354,1.560000000000001,2.723018305654423,4.207915295577071,0.0,0.6617595109887713,5.20660809649236,0.0,7.104899067433316,4.23270271318955,-14.600702077078425,-13.568842519049085,-12.588763316240806,0.0,885.7712784328417
64,4.234282679497459,1.560000000000001,-2.4063272922812717,1.9984605635564792,0.0,0.4456562513180762,3.1361523568380782,0.0,2.5806063196154665,-1.4328208575647394,-15.271345159155784,-6.165046314794139,-6.542665109104031,0.0,900.8523594661586
65,3.467699556396521,1.5000000000000009,1.965207985590811,1.7276479870238515,0.0,3.272413215299938,5.058676992784983,0.0,2.3709843611979124,3.026031604651558,-15.20454844462135,3.973031666158174,-12.724356779595697,0.0,885.1211067378779
66,5.685937143548351,1.560000000000001,10.523996303597624,-5.796433897671459,0.0,5.950035714345196,5.845037250006282,0.0,10.008894391481533,-5.493624029140588,-18.565880119652657,-8.822411388784133,-8.720033830912708,0.0,155.40110063719163
67,3.0581224314053506,1.3200000000000007,7.7617697041061655,0.549673170944566,0.0,6.247998067046112,4.22707446486325,0.0,16.33219030371069,1.925549910374383,-14.534714623918969,27.14547038405812,-4.951014392423763,0.0,890.7778229214989
68,5.038716479719501,2.4000000000000017,5.40358343000878,11.340531695605236,0.0,4.315262934789276,2.299301280941343,0.0,4.917613511954757,4.2370244455540735,-10.734161159555864,-28.694804573692267,3.6913706280054654,0.0,0.3825586825949316
69,3.2826472856551128,1.4400000000000008,-0.13676625899023725,-4.464670834734039,0.0,0.5681597716147708,1.8510762292157388,0.0,-5.193309411260761,-4.000457165380495,-15.492826874618427,4.091414365537449,9.441800373592214,0.0,837.996420495308
70,3.2998386870541525,1.560000000000001,-1.6742765469193799,0.8206363513867618,0.0,5.58092506450728,1.1956624452815507,0.0,-1.8800754970583906,1.3168009136727017,-14.762591928826003,3.756768358159408,24.627164264693462,0.0,8.586815010124319
71,3.550011057969879,1.5000000000000009,-4.065940973702561,-0.10635544821666268,0.0,0.8639327053437,3.4645440514050527,0.0,-5.296859321132554,-0.06742731940932391,-13.886583594220165,-7.094173166271261,27.20057113954446,0.0,23.733713614812046
72,2.839144256011868,1.4400000000000008,-0.004972225667176555,-0.30726345458144,0.0,1.176867286835507,0.0028368114089136753,0.0,-0.01204885809821251,-0.03635888386833907,-14.06288916950405,-16.48234069728785,-0.4954370077324083,0.0,19.03567864621003
73,3.9155765141079435,1.560000000000001,-5.138780818617014,-0.374946377835133,0.0,5.250188523865404,4.983098248916011,0.0,-4.761594678406617,-0.3560684824089909,-13.302312023836157,-5.834931060000106,2.1006111991242684,0.0,1.2920784665981455
74,3.1179482124410103,1.620000000000001,-0.0006504846588026751,-0.17734978046932445,0.0,4.6014250784105535,6.282340516859085,0.0,-0.0013512964531774568,-0.2818428397832599,-14.016491772148235,-17.195308486636527,-0.022334775963008476,0.0,27.778097417649903
75,3.835363659761454,1.560000000000001,-7.645925849855819e-05,1.7377318117370313,0.0,0.7850155142134678,6.282935466312292,0.0,-0.00023263306967415048,0.8178959767739464,-12.74801939989696,-4.0881176375587875,0.0076130319879308605,0.0,15.71968155358769
76,3.570852968410151,1.560000000000001,-0.013352660239174365,-1.073753034610131,0.0,1.1538565525107103,6.2699609635221165,0.0,-0.02009293437681972,-1.0030053689497687,-13.694790790570554,-10.26563629116236,-0.08711838843785,0.0,-0.43976566799427974
77,3.8199641096063224,1.560000000000001,-0.00014496704024384398,2.1006758408719772,0.0,3.384242973106744,6.276618549031957,0.0,-0.0018976068414583132,1.6724333213408897,-14.642104842651936,-21.777568232421505,-0.5055637500655679,0.0,97.2641628315738
78,3.89566487182836,1.560000000000001,0.8144625878215185,3.0509455700990986,0.0,3.633196642790727,4.175044513241115,0.0,8.665857404992115,4.292338154466603,-15.267163167756461,27.884816470543125,-6.52799558986342,0.0,899.9791549357357
79,3.6777719965940294,1.560000000000001,-0.47105349018450127,-0.03439543066220495,0.0,4.155408123423701,3.0560579248805944,0.0,6.883747424210749,-1.1073157702690226,-13.238269804515108,28.331077895466244,-5.930797599489179,0.0,900.167308753866
80,3.8359407928757325,1.5000000000000009,2.5319471947688474,2.831724162996185,0.0,1.1679421082063808,4.314437885175726,0.0,9.243596535417508,3.082193879781005,-15.463909234326097,28.06625445509106,-8.75686458222611,0.0,897.566215994385
81,4.044035151570122,1.560000000000001,0.621010060825807,-1.06530536075146,0.0,5.481481829844267,4.239829992982228,0.0,12.638182981474975,-0.7042109754529737,-15.385264590825358,28.727617470262015,-5.127997942988522,0.0,900.4237915331528
82,4.246853635098154,1.560000000000001,-4.609156091529188,-0.7013011778098006,0.0,4.656569596196327,5.58355124482997,0.0,-3.9186996960015095,-3.56780813290672,-16.423756282592752,28.819421260403193,-28.778055826363868,0.0,899.9209641782428
83,3.2063587442430457,1.4400000000000008,-0.4613209943127762,0.8478783411297164,0.0,4.245928353199282,5.32628567714327,0.0,-0.9299082317330246,0.7133911435405974,-16.30319973702025,-3.377080056471059,-1.216887442542822,0.0,138.21192830794928
84,3.615185494302861,1.620000000000001,-0.0237021234333093,0.6677526284385694,0.0,3.465216506676697,6.004557429686585,0.0,-0.24008019855029267,1.068256229809161,-13.100011294907885,-1.5068327350708157,-0.9702535294367747,0.0,66.1879786240728
85,3.89029843814052,1.560000000000001,-0.010167467548832425,1.9768897474491998,0.0,5.927897592006637,2.2877223172056755,0.0,-0.5516356987255427,0.8745794233134997,-14.433745578440073,-11.040843404371389,-3.7900642322379072,0.0,526.4666428064322
86,3.5283712853470446,1.560000000000001,-1.767909318252662e-05,0.8341629582563644,0.0,4.7355372530073865,6.272475730389145,0.0,-8.231804915152976e-05,0.8619703479585771,-15.797895310681021,0.9206838650339201,-0.032659902653366345,0.0,0.3063530064181293
87,3.881783570396081,1.560000000000001,-4.870689111867287e-05,1.9825771695151697,0.0,1.8753869893178177,1.5111171348003438e-05,0.0,-9.471463975014683e-05,1.2343737093383367,-14.46767313837117,-28.811634447646796,1.825667926984139e-05,0.0,-0.3337626908911959
88,3.869734928812846,1.560000000000001,-0.00030675794264914115,2.0010989724024077,0.0,1.9490387347161118,0.00010263313209257774,0.0,-0.0006418501126588227,1.2275002708411287,-14.49313459916692,-28.802370287469046,-4.5676392745161094e-05,0.0,3.963712979856214
89,3.4063760882291945,1.620000000000001,-0.6557899729211991,0.5350039894659536,0.0,3.2451456245534267,0.20457321770370207,0.0,-2.7423948835636835,0.5185912976199368,-14.266983820743047,-28.801344413299557,-3.2408508279455175,0.0,217.9673535442061
90,3.827113039982383,1.560000000000001,0.04364066040405664,2.0305134461592504,0.0,1.9890934622442025,6.234461540943773,0.0,0.1522755972550934,1.2382182854050614,-14.60015397453456,-28.83725388106577,-0.06353977280536185,0.0,0.8805595404654327
91,3.867960478695222,1.560000000000001,1.9075813213594743e-05,2.0162717249532682,0.0,1.8745036405339466,3.825034196935917e-06,0.0,1.8995810149319287e-05,1.256308923926147,-14.514527447528575,-28.83748801227806,1.562094110156894e-05,0.0,0.5349761645522768
92,3.8494441876377303,1.560000000000001,5.754875352736527e-05,2.026701495757611,0.0,1.982144814928846,6.283175629136137,0.0,7.672637572840935e-05,1.2376889731924474,-14.550429192786849,-28.79402524475987,-3.7224922552638864e-05,0.0,-1.1668817181907116
93,3.885260485871112,1.560000000000001,5.701345480488488e-05,1.9646392176045322,0.0,1.8922720944887939,6.283142891128307,0.0,0.0001461643482138767,1.2180495331436498,-14.452033661781583,-28.809115867575187,-5.379267852223525e-05,0.0,0.1079146750415508
94,3.876673976685427,1.560000000000001,4.056696494449284e-05,1.9909636867186165,0.0,1.87169865150649,6.283177084208781,0.0,8.098711002430762e-05,1.2410749062829851,-14.484158787508834,-28.851280774938008,1.0265554438030703e-05,0.0,0.2715767369011258
95,3.872301583614712,1.560000000000001,0.00022389438372044245,2.007219209650385,0.0,1.8864425157503728,6.283052076590488,0.0,0.0005626304562429905,1.2485100411718733,-14.49761642739052,-28.8407092756383,-0.00014926910089887633,0.0,-0.8387883163023856
96,3.7725076206092036,1.5000000000000009,-7.051603501036601e-05,1.9531132930592048,0.0,1.3969833704480727,0.00010492803323725042,0.0,-0.0001842130327601659,1.8983539812659738,-14.079068560586453,-23.077985568507774,0.00013254602628924272,0.0,0.46618671919422516
97,2.4141437458524746,1.3800000000000008,0.14901877603937053,1.9933440003539457e-05,0.0,6.283116849504369,0.7323677423720625,0.0,-0.018728249976970868,2.7517726545821726e-05,-14.70712396945639,-6.243742496429482e-05,-24.17764760588745,0.0,820.4673759081275
98,3.3588628818285793,1.560000000000001,0.6765209293019732,-1.046213359728211e-06,0.0,5.182749906573747e-06,0.8092776376511335,0.0,0.0310698220797153,-7.561121509476408e-07,-13.615631814708133,2.6512998032133834e-06,-24.871637111188477,0.0,899.5600936983195
99,3.1108665858065105,1.5000000000000009,0.47932249535953125,-6.175190893006113e-07,0.0,1.3411274761843117e-05,5.794899994232471,0.0,-0.6780726137031083,-1.1753874696580563e-05,-14.768723614307222,-1.4214726271749466e-05,-28.509095335792377,0.0,901.2004395611768
100,3.4158933089778074,1.560000000000001,1.2485474664053586,7.079182222854064e-06,0.0,7.412911377979725e-05,0.13731894379385245,0.0,0.8990540190161795,-7.1820822699585145e-06,-14.219461989246323,4.80241872751369e-05,-28.806869115477454,0.0,899.2321069027657
101,3.711239274486989,1.560000000000001,-2.13334468810304,-0.03399672607465189,0.0,1.9002463511622398,0.7040575532615634,0.0,-2.476527329209871,-0.26246726960364686,-14.767626173252651,9.407511548576892,-23.757989597201195,0.0,899.8868201812384
102,2.3867587371399206,1.3200000000000007,2.3214897225562094e-05,-2.5555773472184903e-06,0.0,6.297883218486788e-06,5.682534657580618e-05,0.0,0.00015273795965692645,-1.6551159774357113e-05,-18.124938031108044,2.010321676440613e-05,0.00011525271338697315,0.0,-1.2132414572840067
103,2.5567684949656453,1.4400000000000008,0.5091916416922068,-1.8560152267433867e-06,0.0,3.9742587441438104e-05,1.0428123380726806,0.0,1.598733996733034,-1.654939217412732e-05,-14.499779486038957,3.0197966384655756e-05,-28.340719044299757,0.0,890.644998716275
104,2.6658778653441195,1.5000000000000009,0.43226653523724207,4.085155416200109e-05,0.0,6.282995352264896,4.108493295193696,0.0,1.3715601105997568,5.694155550266925e-05,-14.849604200808281,-0.00019349093233953115,-27.965554366008412,0.0,900.5948659034724
105,2.3897465269250575,1.3800000000000008,-0.019044353380338604,2.6544647692345166e-05,0.0,6.283146882723116,0.7979266376165786,0.0,0.035401592493526104,9.193373110994918e-05,-17.471272274745488,-1.8899173448269998e-05,-17.64912393708252,0.0,900.9577961561795
106,2.9665059134264866,1.5000000000000009,0.7200802426923318,1.5512587992288107e-06,0.0,6.2831791277354405,3.1193083895042832,0.0,2.6720969622886708,4.081019518867978e-06,-14.14383993650174,7.071116540693336e-06,-28.17600497847228,0.0,900.1088099881125
107,2.950956444994438,1.5000000000000009,-1.2679424022383714,-1.238447922192291e-06,0.0,6.282902288019542,3.027135545061567,0.0,-1.0804685908265923,1.261399438060044e-05,-13.826994211225077,-0.0032080656678380357,-28.84715563777313,0.0,900.02182552728
108,2.90167139030037,1.5000000000000009,0.5521106628146204,2.7186739314279815e-06,0.0,6.283117087498573,5.521918198330258,0.0,1.3597606040624592,1.66468039438272e-05,-14.383289631473987,-7.118134161577464e-05,-28.67258649926077,0.0,899.1596276692729
109,2.386756466627388,1.3200000000000007,-8.702171941046562e-06,8.351821800175961e-06,0.0,6.2831712660585595,6.282771363062338,0.0,-7.865719362953056e-05,4.340561176860608e-05,-18.123273798952578,-4.480984130553141e-05,-0.024671220633278902,0.0,42.343421101616514
110,2.386848098594898,1.3200000000000007,-0.0033252956519977694,2.509696415288121e-05,0.0,6.283143551353314,4.754761137472414,0.0,-0.12384618923734009,0.00010862137048888701,-17.382802315595367,-5.616584914562821e-05,-5.450778280624321,0.0,631.9486239863683
111,2.3874146496679796,1.3800000000000008,-0.012100882538577468,-3.781783411254901e-06,0.0,6.283176158585391,5.340485365628485,0.0,-0.09226528357922857,-9.217575314735932e-06,-17.688991107829256,-4.200142597518002e-05,-19.260919352610124,0.0,899.798438835653
112,2.388207011877879,1.3800000000000008,0.020366975499967573,3.1199331897213086e-05,0.0,6.283123233358657,4.828167884124337,0.0,0.3292797621964886,8.706663228360568e-05,-16.917745602938155,-7.524098906020704e-05,-23.591067739058456,0.0,898.0271062331494
113,2.3867818188960515,1.3200000000000007,-0.00012413919328753422,-2.0854018415544484e-05,0.0,3.362641600013205e-05,6.282989464103579,0.0,-0.000653120008943346,-0.00010589060979220382,-18.12490063979649,0.00011883639285904504,-0.00025524501062370935,0.0,0.18188972297437012
